mol_id,reason,detail,retained_id
gdb_58095,uncharacterized,,
gdb_58098,uncharacterized,,
gdb_58277,uncharacterized,,
gdb_58280,uncharacterized,,
gdb_58282,uncharacterized,,
gdb_58283,uncharacterized,,
gdb_58291,uncharacterized,,
gdb_58429,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_58431,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_58433,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_58436,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_58612,uncharacterized,,
gdb_58613,uncharacterized,,
gdb_58621,uncharacterized,,
gdb_58739,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_58742,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_58753,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_58758,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_58916,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_58919,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_58920,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_58924,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_58927,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_58928,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_58929,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_58931,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_58975,uncharacterized,,
gdb_59131,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_59134,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_59138,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_59177,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_59181,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_59196,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_59197,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_59202,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_59203,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_59204,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_59206,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_59444,uncharacterized,,
gdb_59445,uncharacterized,,
gdb_59446,uncharacterized,,
gdb_59455,uncharacterized,,
gdb_59816,uncharacterized,,
gdb_59823,uncharacterized,,
gdb_59845,uncharacterized,,
gdb_59851,uncharacterized,,
gdb_59854,uncharacterized,,
gdb_59857,uncharacterized,,
gdb_59860,uncharacterized,,
gdb_59932,uncharacterized,,
gdb_59958,uncharacterized,,
gdb_59963,uncharacterized,,
gdb_59967,uncharacterized,,
gdb_59968,uncharacterized,,
gdb_59971,uncharacterized,,
gdb_59976,uncharacterized,,
gdb_60094,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_60099,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_60134,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_60136,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_60138,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_60316,uncharacterized,,
gdb_60426,uncharacterized,,
gdb_60429,uncharacterized,,
gdb_60432,uncharacterized,,
gdb_60433,uncharacterized,,
gdb_60441,uncharacterized,,
gdb_60444,uncharacterized,,
gdb_60605,uncharacterized,,
gdb_60612,uncharacterized,,
gdb_60617,uncharacterized,,
gdb_60622,uncharacterized,,
gdb_60625,uncharacterized,,
gdb_60630,uncharacterized,,
gdb_60634,uncharacterized,,
gdb_60635,uncharacterized,,
gdb_60641,uncharacterized,,
gdb_60644,uncharacterized,,
gdb_60647,uncharacterized,,
gdb_60655,uncharacterized,,
gdb_60656,uncharacterized,,
gdb_60657,uncharacterized,,
gdb_60658,uncharacterized,,
gdb_60659,uncharacterized,,
gdb_60664,uncharacterized,,
gdb_60665,uncharacterized,,
gdb_60715,uncharacterized,,
gdb_60720,uncharacterized,,
gdb_60725,uncharacterized,,
gdb_60727,uncharacterized,,
gdb_60810,uncharacterized,,
gdb_60889,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_60894,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_60934,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_60938,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_60940,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_61290,uncharacterized,,
gdb_61295,uncharacterized,,
gdb_61297,uncharacterized,,
gdb_61413,uncharacterized,,
gdb_61416,uncharacterized,,
gdb_61417,uncharacterized,,
gdb_61420,uncharacterized,,
gdb_61425,uncharacterized,,
gdb_61432,uncharacterized,,
gdb_61433,uncharacterized,,
gdb_61434,uncharacterized,,
gdb_61437,uncharacterized,,
gdb_61439,uncharacterized,,
gdb_61441,uncharacterized,,
gdb_61464,uncharacterized,,
gdb_61468,uncharacterized,,
gdb_61469,uncharacterized,,
gdb_61470,uncharacterized,,
gdb_61554,uncharacterized,,
gdb_61559,uncharacterized,,
gdb_61572,uncharacterized,,
gdb_61573,uncharacterized,,
gdb_61574,uncharacterized,,
gdb_61575,uncharacterized,,
gdb_61576,uncharacterized,,
gdb_61865,uncharacterized,,
gdb_61899,uncharacterized,,
gdb_61912,uncharacterized,,
gdb_61913,uncharacterized,,
gdb_61996,uncharacterized,,
gdb_62008,uncharacterized,,
gdb_62024,uncharacterized,,
gdb_62029,uncharacterized,,
gdb_62084,uncharacterized,,
gdb_62093,uncharacterized,,
gdb_62102,uncharacterized,,
gdb_62103,uncharacterized,,
gdb_62104,uncharacterized,,
gdb_62105,uncharacterized,,
gdb_62106,uncharacterized,,
gdb_62298,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_62302,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_62305,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_62308,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_62312,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_62641,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_62646,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_62652,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_62653,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_62660,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_62661,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_62810,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_62811,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_62815,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_62821,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_62823,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_62827,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_62833,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_62834,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_62835,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_62844,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_62845,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_62876,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_62877,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_62884,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_62885,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_62900,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_62901,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_62906,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_62907,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_62911,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_62915,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_63510,uncharacterized,,
gdb_63512,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_63513,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_63517,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_63607,uncharacterized,,
gdb_63617,uncharacterized,,
gdb_63808,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_63810,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_63812,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_64491,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_64493,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_64495,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_64498,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_64500,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_64502,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_64529,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_64532,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_64649,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_64651,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_64653,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_64655,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_64658,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_65080,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_65082,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_65084,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_65087,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_65125,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_65128,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_65131,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_65662,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_65665,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_65667,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_65669,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_65671,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_66422,uncharacterized,,
gdb_66494,uncharacterized,,
gdb_66495,invalid_structure,"Explicit valence for atom # 7 C, 5, is greater than permitted",
gdb_66496,uncharacterized,,
gdb_66499,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_66502,uncharacterized,,
gdb_66503,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_66506,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_66511,uncharacterized,,
gdb_66519,uncharacterized,,
gdb_66597,uncharacterized,,
gdb_66603,uncharacterized,,
gdb_66604,uncharacterized,,
gdb_66868,uncharacterized,,
gdb_67056,uncharacterized,,
gdb_67061,uncharacterized,,
gdb_67062,uncharacterized,,
gdb_67069,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_67094,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_67098,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_67105,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_67108,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_67109,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_67115,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_67117,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_67239,uncharacterized,,
gdb_67295,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_67296,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_67297,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_67304,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_67305,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_67306,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_67313,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_67314,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_67317,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_67324,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_67325,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_67331,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_67332,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_67345,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_67346,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_67347,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_67348,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_67353,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_67365,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_67366,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_67367,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_67560,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_67563,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_67566,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_67567,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_67570,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_67572,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_67576,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_67578,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_67581,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_67720,uncharacterized,,
gdb_67724,uncharacterized,,
gdb_67729,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_67732,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_67735,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_67748,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_67751,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_67832,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_67835,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_67879,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_67881,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_67884,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_67886,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_67975,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_67978,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_67981,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_67984,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_67987,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_68033,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_68056,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_68064,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_68111,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_68112,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_68113,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_68266,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_68267,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_68269,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_68283,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_68290,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_68292,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_68302,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_68303,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_68304,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_68316,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_68317,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_68329,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_68330,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_68579,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_68581,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_68656,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_68731,uncharacterized,,
gdb_68732,uncharacterized,,
gdb_69724,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_69727,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_69729,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_69732,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_69735,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_70765,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_70769,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_70771,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_70774,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_70775,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_70778,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_70783,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_70786,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_70812,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_70816,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_70821,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_70822,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_70825,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_70828,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_70830,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_70836,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_70918,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_70923,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_70931,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_70932,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_70933,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_70941,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_70943,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_70944,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_70949,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_70954,uncharacterized,,
gdb_71022,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_71032,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_71033,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_71034,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_71314,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_71315,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_71334,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_71345,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_71346,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_71347,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_71360,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_71361,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_71362,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_71363,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_71490,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_71491,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_71507,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_71508,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_71509,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_71510,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_71519,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_71520,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_71529,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_71530,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_71531,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_71536,uncharacterized,,
gdb_71537,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_71543,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_71544,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_71549,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_71553,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_71554,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_71555,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_71559,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_71587,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_71599,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_71605,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_71606,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_71630,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_71632,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_72314,uncharacterized,,
gdb_72315,uncharacterized,,
gdb_72317,uncharacterized,,
gdb_72319,uncharacterized,,
gdb_72329,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_72333,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_72381,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_72382,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_72385,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_72387,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_72638,uncharacterized,,
gdb_73289,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_73291,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_73294,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_73318,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_73323,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_73326,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_73536,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_73540,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_73543,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_73546,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_73550,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_73696,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_73698,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_73701,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_73703,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_73709,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_73715,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_73821,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_74390,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_74393,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_74526,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_74539,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_74603,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_74634,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_74637,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_74646,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_74647,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_74649,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_74654,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
